lat,lon,25.09 16.50,25.09 17.00,21.09 08.30,21.09 16.30,21.09 17.00,23.09 17.40,konflikter,forenlige
59.900,10.686,22,16,0,0,0,32,1,3
59.900,10.786,35,20,0,0,0,32,2,3
59.900,10.886,18,16,0,0,0,29,0,3
59.900,10.985,6,24,0,0,0,30,1,4
59.900,11.085,5,25,0,0,0,33,1,4
59.900,11.185,0,4,0,0,0,29,0,5
59.900,11.284,11,1,0,0,0,31,1,5
59.900,11.384,14,4,0,0,0,30,0,5
59.900,11.484,19,11,0,0,0,29,0,4
59.900,11.583,13,8,0,0,0,27,0,5
59.900,11.683,20,11,0,0,0,26,0,4
59.900,11.783,25,10,0,0,0,22,0,4
59.900,11.883,10,23,0,0,0,25,0,4
59.900,11.982,4,22,0,0,0,29,0,4
59.900,12.082,13,13,0,1,1,30,0,5
59.900,12.182,14,8,0,12,0,32,1,5
59.900,12.281,13,19,0,0,0,32,1,4
59.900,12.381,5,8,0,0,0,29,0,5
59.900,12.481,16,11,0,2,0,27,0,4
59.900,12.580,13,9,0,1,0,26,0,5
59.900,12.680,23,9,0,0,0,22,0,4
59.900,12.780,18,13,0,1,1,19,0,4
59.900,12.880,18,12,0,0,0,20,0,4
59.900,12.979,20,12,0,2,1,23,0,4
59.900,13.079,27,35,0,0,5,17,1,3
59.950,6.100,19,29,11,15,3,43,1,2
59.950,6.200,9,29,16,0,0,35,1,3
59.950,6.300,13,3,2,0,0,27,0,5
59.950,6.400,14,7,9,0,0,22,0,5
59.950,6.499,20,18,8,0,0,25,0,3
59.950,6.599,17,8,0,0,0,21,0,4
59.950,6.699,34,29,11,0,0,13,1,4
59.950,6.799,27,35,4,0,0,17,1,3
59.950,6.899,21,24,0,0,0,22,0,3
59.950,6.999,19,35,0,0,0,27,1,3
59.950,7.098,31,17,0,0,0,26,1,3
59.950,7.198,37,26,1,0,0,20,1,3
59.950,7.298,46,26,4,1,0,39,2,3
59.950,7.398,44,35,0,0,1,39,3,3
59.950,7.498,47,42,3,0,0,31,3,3
59.950,7.598,39,39,2,0,0,31,3,3
59.950,7.698,47,48,0,0,0,33,3,3
59.950,7.797,41,33,0,0,0,30,3,3
59.950,7.897,41,40,0,0,0,31,3,3
59.950,7.997,46,38,0,0,0,30,3,3
59.950,8.097,47,55,0,0,0,32,3,3
59.950,8.197,37,26,0,0,0,41,2,3
59.950,8.297,27,20,0,0,0,43,1,3
59.950,8.397,26,17,0,0,0,35,1,3
59.950,8.496,49,18,0,0,0,33,2,3
59.950,8.596,52,51,0,0,0,39,3,3
59.950,8.696,43,49,0,0,0,33,3,3
59.950,8.796,52,58,0,0,0,37,3,3
59.950,8.896,47,50,0,0,0,40,3,3
59.950,8.996,42,41,0,0,0,36,3,3
59.950,9.095,21,38,0,0,0,36,2,3
59.950,9.195,7,27,0,0,0,34,1,4
59.950,9.295,8,25,0,0,0,35,1,4
59.950,9.395,14,22,0,0,0,34,1,4
59.950,9.495,12,9,0,0,0,34,1,5
59.950,9.595,17,7,0,0,0,35,1,4
59.950,9.695,16,4,0,0,0,40,1,4
59.950,9.794,20,10,0,0,0,43,1,4
59.950,9.894,29,11,0,0,0,39,1,4
59.950,9.994,30,14,0,0,0,37,1,4
59.950,10.094,21,28,0,0,0,38,1,3
59.950,10.194,19,30,0,0,0,38,1,3
59.950,10.294,32,31,0,0,0,37,3,3
59.950,10.394,35,31,0,0,0,38,3,3
59.950,10.493,24,30,0,0,0,38,1,3
59.950,10.593,28,27,0,0,0,38,1,3
59.950,10.693,28,20,0,0,0,33,1,3
59.950,10.793,32,27,0,0,0,33,2,3
59.950,10.893,23,22,0,0,0,32,1,3
59.950,10.993,2,25,0,0,0,29,0,4
59.950,11.092,0,22,0,0,0,29,0,4
59.950,11.192,3,5,0,0,0,29,0,5
59.950,11.292,4,4,0,0,0,31,1,5
59.950,11.392,9,2,0,0,0,29,0,5
59.950,11.492,16,5,0,0,0,25,0,4
59.950,11.592,8,7,0,0,0,27,0,5
59.950,11.692,27,7,0,0,0,29,0,4
59.950,11.791,21,17,0,0,0,23,0,3
59.950,11.891,27,24,0,0,0,27,0,3
59.950,11.991,19,17,0,0,0,29,0,3
59.950,12.091,28,26,0,24,3,31,1,2
59.950,12.191,16,22,0,22,0,30,1,2
59.950,12.291,6,19,0,0,0,30,1,4
59.950,12.390,13,15,0,0,0,29,0,5
59.950,12.490,3,4,0,1,0,27,0,5
59.950,12.590,17,7,0,0,0,26,0,4
59.950,12.690,6,5,0,1,0,16,0,5
59.950,12.790,14,11,0,0,0,15,0,5
59.950,12.890,27,13,0,3,4,24,0,4
59.950,12.990,21,25,0,2,0,17,0,3
59.950,13.089,21,23,0,2,1,15,0,4
60.000,6.100,20,20,6,14,33,43,2,2
60.000,6.200,10,10,13,0,0,22,0,5
60.000,6.300,7,2,4,8,6,16,0,5
60.000,6.400,5,0,0,10,2,7,0,6
60.000,6.500,3,2,14,0,0,7,0,6
60.000,6.600,0,0,5,0,0,13,0,6
60.000,6.700,36,34,2,0,0,1,2,4
60.000,6.800,35,39,11,0,0,29,2,3
60.000,6.900,20,15,0,0,0,17,0,4
60.000,7.000,24,29,0,0,0,21,0,3
60.000,7.100,30,22,0,0,0,21,1,3
60.000,7.200,44,29,13,0,0,15,1,3
60.000,7.300,46,34,5,0,0,25,2,3
60.000,7.400,52,41,0,0,1,42,3,3
60.000,7.500,48,41,2,0,0,30,3,3
60.000,7.600,27,42,8,0,0,29,1,3
60.000,7.700,44,44,0,0,0,33,3,3
60.000,7.800,38,38,0,0,0,31,3,3
60.000,7.900,38,44,0,0,0,33,3,3
60.000,8.000,58,51,0,0,0,37,3,3
60.000,8.100,62,50,0,0,0,39,3,3
60.000,8.200,29,24,0,0,0,40,1,3
60.000,8.300,30,12,0,0,0,39,2,4
60.000,8.400,29,19,0,0,0,35,1,3
60.000,8.500,55,11,0,0,0,36,2,4
60.000,8.600,57,57,0,0,0,36,3,3
60.000,8.700,44,39,0,0,0,39,3,3
60.000,8.800,48,43,0,0,0,34,3,3
60.000,8.900,46,36,0,0,0,39,3,3
60.000,9.000,41,27,0,0,0,36,2,3
60.000,9.100,22,33,0,0,0,34,2,3
60.000,9.200,17,24,0,0,0,34,1,3
60.000,9.300,24,32,0,0,0,34,2,3
60.000,9.400,14,18,0,0,0,35,1,4
60.000,9.500,22,3,0,0,0,37,1,4
60.000,9.600,15,3,0,0,0,36,1,5
60.000,9.700,20,6,0,0,0,39,1,4
60.000,9.800,14,6,0,0,0,44,1,5
60.000,9.900,28,15,0,0,0,42,1,3
60.000,10.000,10,5,0,0,0,37,1,5
60.000,10.100,14,17,0,0,0,36,1,4
60.000,10.200,25,33,0,0,0,37,2,3
60.000,10.300,32,28,0,0,0,38,2,3
60.000,10.400,34,33,0,0,0,37,3,3
60.000,10.500,30,31,0,0,0,39,3,3
60.000,10.600,33,30,0,0,0,38,2,3
60.000,10.700,27,28,0,0,0,38,1,3
60.000,10.800,30,28,0,0,0,38,2,3
60.000,10.900,28,22,0,0,0,35,1,3
60.000,11.000,3,20,0,0,0,31,1,4
60.000,11.100,3,25,0,0,0,31,1,4
60.000,11.200,8,9,0,0,0,33,1,5
60.000,11.300,8,6,0,0,0,30,1,5
60.000,11.400,7,4,0,0,0,24,0,5
60.000,11.500,9,3,0,0,0,26,0,5
60.000,11.600,9,8,0,0,0,28,0,5
60.000,11.700,26,6,0,0,0,27,0,4
60.000,11.800,17,9,0,0,0,26,0,4
60.000,11.900,36,24,0,0,0,27,1,3
60.000,12.000,22,19,0,0,0,28,0,3
60.000,12.100,9,32,0,4,0,31,2,4
60.000,12.200,13,16,0,5,0,30,1,4
60.000,12.300,8,15,0,0,0,30,1,4
60.000,12.400,6,10,0,0,0,30,1,5
60.000,12.500,12,11,0,0,0,24,0,5
60.000,12.600,12,1,0,0,0,22,0,5
60.000,12.700,22,4,0,1,0,15,0,5
60.000,12.800,21,11,0,1,4,15,0,4
60.000,12.900,19,19,0,6,2,16,0,3
60.000,13.000,24,22,0,3,5,14,0,4
60.000,13.100,20,28,,31,1,18,2,1
60.050,6.100,3,11,11,11,0,18,0,5
60.050,6.200,18,11,3,0,0,14,0,5
60.050,6.300,15,15,9,2,11,30,1,4
60.050,6.400,5,0,26,1,13,0,0,5
60.050,6.501,10,7,7,0,0,4,0,6
60.050,6.601,6,0,7,0,0,28,0,5
60.050,6.701,39,20,8,0,0,7,1,4
60.050,6.801,23,36,2,0,0,28,1,3
60.050,6.901,26,33,5,0,0,15,1,4
60.050,7.001,27,30,5,0,0,13,0,4
60.050,7.102,28,39,0,0,0,21,1,3
60.050,7.202,37,32,1,0,1,16,2,3
60.050,7.302,53,36,2,0,0,24,2,3
60.050,7.402,61,49,2,0,0,38,3,3
60.050,7.502,51,41,2,0,0,33,3,3
60.050,7.602,35,39,1,0,0,33,3,3
60.050,7.702,32,35,0,0,0,35,3,3
60.050,7.803,32,48,1,0,0,33,3,3
60.050,7.903,54,43,0,0,0,33,3,3
60.050,8.003,62,48,0,0,0,33,3,3
60.050,8.103,71,61,0,0,0,35,3,3
60.050,8.203,20,27,0,0,0,44,1,3
60.050,8.303,33,11,0,0,0,39,2,4
60.050,8.403,31,16,0,0,0,39,2,3
60.050,8.504,45,18,0,0,0,37,2,3
60.050,8.604,42,53,0,0,0,37,3,3
60.050,8.704,40,33,0,0,0,40,3,3
60.050,8.804,46,38,0,0,0,37,3,3
60.050,8.904,34,36,0,0,0,39,3,3
60.050,9.004,37,25,0,0,0,35,2,3
60.050,9.105,30,34,0,0,0,35,3,3
60.050,9.205,26,27,0,0,0,33,1,3
60.050,9.305,23,40,0,0,0,34,2,3
60.050,9.405,10,17,0,0,0,36,1,4
60.050,9.505,24,2,0,0,0,37,1,4
60.050,9.605,14,2,0,0,0,37,1,5
60.050,9.705,14,8,0,0,0,39,1,5
60.050,9.806,13,8,0,0,0,45,1,5
60.050,9.906,24,5,0,0,0,42,1,4
60.050,10.006,29,11,0,0,0,37,1,4
60.050,10.106,18,9,0,0,0,36,1,4
60.050,10.206,18,37,0,0,0,38,2,3
60.050,10.306,35,30,0,0,0,35,3,3
60.050,10.407,37,34,0,0,0,37,3,3
60.050,10.507,30,29,0,0,0,37,2,3
60.050,10.607,32,31,0,0,0,34,3,3
60.050,10.707,29,30,0,0,0,37,2,3
60.050,10.807,31,26,0,0,0,37,2,3
60.050,10.907,29,19,0,0,0,36,1,3
60.050,11.007,4,19,0,0,0,34,1,4
60.050,11.108,0,25,0,0,0,34,1,4
60.050,11.208,1,0,0,0,0,34,1,5
60.050,11.308,0,0,0,0,0,27,0,5
60.050,11.408,4,0,0,0,0,26,0,5
60.050,11.508,11,0,0,0,0,27,0,5
60.050,11.608,8,2,0,0,0,29,0,5
60.050,11.708,20,5,0,0,0,28,0,4
60.050,11.809,18,10,0,0,0,30,1,4
60.050,11.909,39,23,0,0,0,28,1,3
60.050,12.009,27,22,0,1,0,28,0,3
60.050,12.109,12,38,0,0,0,32,2,4
60.050,12.209,19,31,0,0,0,34,2,3
60.050,12.309,6,22,0,0,0,32,1,4
60.050,12.410,5,14,0,0,0,29,0,5
60.050,12.510,1,11,0,0,0,23,0,5
60.050,12.610,14,5,0,2,0,16,0,5
60.050,12.710,26,11,0,1,0,15,0,5
60.050,12.810,23,11,0,6,1,18,0,4
60.050,12.910,29,22,0,6,1,13,0,4
60.050,13.010,24,14,0,9,11,12,0,5
60.100,6.100,45,45,26,0,0,44,3,2
60.100,6.200,4,12,6,0,0,40,1,5
60.100,6.301,11,14,14,0,0,29,0,5
60.100,6.401,11,5,1,3,0,24,0,5
60.100,6.501,10,2,0,0,3,20,0,5
60.100,6.602,13,6,5,0,0,27,0,5
60.100,6.702,21,16,5,0,0,27,0,3
60.100,6.802,40,41,7,0,0,24,2,3
60.100,6.902,34,39,7,0,0,21,2,3
60.100,7.003,34,31,5,0,0,23,2,3
60.100,7.103,29,30,0,7,0,20,1,3
60.100,7.203,39,37,3,4,0,29,2,3
60.100,7.304,43,39,6,0,0,29,2,3
60.100,7.404,65,49,9,0,0,37,3,3
60.100,7.504,37,47,1,0,0,34,3,3
60.100,7.605,35,48,0,0,0,32,3,3
60.100,7.705,27,41,0,0,0,33,2,3
60.100,7.805,43,41,1,0,0,32,3,3
60.100,7.905,43,44,0,0,0,32,3,3
60.100,8.006,59,50,0,0,0,32,3,3
60.100,8.106,56,50,0,0,0,40,3,3
60.100,8.206,28,18,0,0,0,41,1,3
60.100,8.307,28,13,0,0,0,37,1,4
60.100,8.407,22,15,0,0,0,38,1,4
60.100,8.507,42,23,0,0,0,36,2,3
60.100,8.608,41,51,0,0,0,36,3,3
60.100,8.708,43,30,0,0,0,36,3,3
60.100,8.808,53,46,0,0,0,37,3,3
60.100,8.908,41,43,0,0,0,38,3,3
60.100,9.009,37,33,0,0,0,31,3,3
60.100,9.109,34,38,0,0,0,31,3,3
60.100,9.209,28,46,0,0,0,35,2,3
60.100,9.310,20,42,0,0,0,32,2,3
60.100,9.410,16,23,0,0,0,37,1,3
60.100,9.510,26,0,0,0,0,37,1,4
60.100,9.611,14,2,0,0,0,36,1,5
60.100,9.711,13,11,0,0,0,41,1,5
60.100,9.811,13,9,0,0,0,45,1,5
60.100,9.912,20,3,0,0,0,43,1,4
60.100,10.012,35,13,0,0,0,30,1,4
60.100,10.112,39,1,0,0,0,36,2,4
60.100,10.212,31,35,0,0,0,36,3,3
60.100,10.313,35,30,0,0,0,35,3,3
60.100,10.413,33,31,0,0,0,33,3,3
60.100,10.513,34,33,0,0,0,37,3,3
60.100,10.614,33,31,0,0,0,35,3,3
60.100,10.714,30,34,0,0,0,34,3,3
60.100,10.814,30,27,0,0,0,37,2,3
60.100,10.915,33,25,0,0,0,36,2,3
60.100,11.015,10,22,0,0,0,34,1,4
60.100,11.115,3,25,0,0,0,26,0,4
60.100,11.215,0,2,0,0,0,26,0,5
60.100,11.316,8,0,0,0,0,31,1,5
60.100,11.416,1,5,0,0,0,31,1,5
60.100,11.516,9,0,0,0,0,27,0,5
60.100,11.617,3,0,0,0,1,25,0,5
60.100,11.717,15,7,0,0,0,26,0,4
60.100,11.817,27,14,0,0,0,28,0,4
60.100,11.918,43,28,0,0,0,24,1,3
60.100,12.018,34,5,0,0,0,28,1,4
60.100,12.118,21,43,0,0,0,33,2,3
60.100,12.219,15,38,0,0,0,33,2,4
60.100,12.319,6,24,0,0,0,32,1,4
60.100,12.419,16,15,0,0,0,31,1,3
60.100,12.519,15,14,0,0,0,21,0,5
60.100,12.620,16,7,0,0,0,17,0,4
60.100,12.720,15,7,0,6,0,17,0,5
60.100,12.820,24,7,0,1,0,12,0,5
60.100,12.921,31,10,0,7,1,12,1,5
60.100,13.021,32,17,0,0,3,14,1,4
60.150,6.100,28,36,11,30,0,30,2,2
60.150,6.200,17,24,11,0,0,44,1,3
60.150,6.301,26,15,14,4,0,35,1,4
60.150,6.401,13,1,4,0,0,37,1,5
60.150,6.502,18,3,12,0,0,29,0,4
60.150,6.602,18,22,1,0,0,19,0,3
60.150,6.703,21,27,8,0,0,30,1,3
60.150,6.803,28,28,13,0,0,16,0,3
60.150,6.904,27,28,7,0,0,16,0,3
60.150,7.004,39,26,0,5,0,28,1,3
60.150,7.105,37,38,2,16,0,14,2,3
60.150,7.205,47,36,1,9,5,27,2,3
60.150,7.305,34,42,4,0,0,38,3,3
60.150,7.406,69,50,11,0,0,34,3,3
60.150,7.506,27,47,9,0,0,35,2,3
60.150,7.607,24,35,0,0,0,33,2,3
60.150,7.707,16,12,6,0,0,32,1,4
60.150,7.808,36,31,0,0,0,31,3,3
60.150,7.908,24,14,0,0,0,34,1,4
60.150,8.009,61,56,0,0,0,35,3,3
60.150,8.109,32,52,0,0,0,43,3,3
60.150,8.210,22,21,0,0,0,36,1,3
60.150,8.310,15,25,0,0,0,40,1,3
60.150,8.410,39,20,0,0,0,37,2,3
60.150,8.511,34,35,0,0,0,35,3,3
60.150,8.611,39,35,0,0,0,38,3,3
60.150,8.712,43,27,0,0,0,40,2,3
60.150,8.812,55,42,0,0,0,37,3,3
60.150,8.913,30,29,0,0,0,34,2,3
60.150,9.013,41,44,0,0,0,33,3,3
60.150,9.114,31,30,0,0,0,37,2,3
60.150,9.214,19,38,0,0,0,33,2,3
60.150,9.315,13,38,0,0,0,35,2,4
60.150,9.415,22,19,0,0,0,35,1,3
60.150,9.515,15,6,0,0,0,37,1,5
60.150,9.616,14,7,0,0,0,38,1,5
60.150,9.716,8,10,0,0,0,43,1,5
60.150,9.817,0,11,0,0,0,45,1,5
60.150,9.917,23,6,0,0,0,43,1,4
60.150,10.018,35,9,0,0,0,36,2,4
60.150,10.118,37,8,0,0,0,36,2,4
60.150,10.219,32,39,0,0,0,36,3,3
60.150,10.319,32,33,0,0,0,34,3,3
60.150,10.420,35,30,0,0,0,32,3,3
60.150,10.520,33,34,0,0,0,34,3,3
60.150,10.621,32,34,0,0,0,32,3,3
60.150,10.721,26,32,0,0,0,31,2,3
60.150,10.821,28,28,0,0,0,35,1,3
60.150,10.922,29,21,0,0,0,35,1,3
60.150,11.022,21,24,0,0,0,35,1,3
60.150,11.123,9,22,0,0,0,31,1,4
60.150,11.223,0,15,0,0,0,29,0,4
60.150,11.324,6,6,0,0,0,29,0,5
60.150,11.424,0,0,0,0,0,27,0,5
60.150,11.525,9,11,0,0,2,28,0,5
60.150,11.625,14,0,0,0,0,27,0,5
60.150,11.726,17,18,0,0,0,28,0,3
60.150,11.826,29,19,0,0,0,27,0,3
60.150,11.926,46,12,0,0,0,26,1,4
60.150,12.027,41,40,0,0,0,29,2,3
60.150,12.127,27,39,0,0,0,31,2,3
60.150,12.228,18,35,0,0,0,31,2,3
60.150,12.328,18,31,0,0,0,31,2,3
60.150,12.429,14,25,0,0,0,29,0,4
60.150,12.529,12,14,0,0,0,23,0,5
60.150,12.630,2,3,0,7,0,16,0,5
60.150,12.730,7,3,0,12,0,14,0,6
60.150,12.831,29,3,0,24,0,10,0,4
60.150,12.931,32,17,0,6,0,9,1,4
60.150,13.031,31,21,0,0,0,16,1,3
60.200,6.100,34,37,3,35,18,43,4,1
60.200,6.201,39,28,21,2,0,43,2,2
60.200,6.301,14,3,17,6,0,38,1,4
60.200,6.402,28,11,12,0,0,28,0,4
60.200,6.502,11,7,1,0,0,17,0,5
60.200,6.603,12,16,5,0,0,8,0,5
60.200,6.704,16,7,14,0,0,26,0,4
60.200,6.804,25,20,19,0,0,6,0,3
60.200,6.905,25,17,12,0,0,22,0,3
60.200,7.005,39,35,0,13,0,33,3,3
60.200,7.106,29,31,0,7,1,23,1,3
60.200,7.207,38,34,10,12,0,28,2,3
60.200,7.307,49,28,0,0,0,36,2,3
60.200,7.408,60,42,11,0,0,31,3,3
60.200,7.509,29,39,0,0,0,34,2,3
60.200,7.609,12,40,0,0,0,33,2,4
60.200,7.710,20,20,0,0,0,30,1,3
60.200,7.810,27,21,0,0,0,37,1,3
60.200,7.911,26,16,0,0,0,38,1,3
60.200,8.012,54,32,1,0,0,34,3,3
60.200,8.112,24,47,0,0,0,41,2,3
60.200,8.213,17,31,0,0,0,36,2,3
60.200,8.313,24,32,0,0,0,37,2,3
60.200,8.414,39,33,0,0,0,35,3,3
60.200,8.515,35,28,0,0,0,37,2,3
60.200,8.615,47,32,0,0,0,37,3,3
60.200,8.716,41,32,0,0,0,36,3,3
60.200,8.816,50,35,0,0,0,36,3,3
60.200,8.917,33,30,0,0,0,35,3,3
60.200,9.018,36,32,0,0,0,35,3,3
60.200,9.118,30,34,0,0,0,36,3,3
60.200,9.219,23,41,0,0,0,34,2,3
60.200,9.319,26,38,0,0,0,33,2,3
60.200,9.420,31,36,0,0,0,34,3,3
60.200,9.521,23,10,0,0,0,38,1,4
60.200,9.621,1,4,0,0,0,42,1,5
60.200,9.722,8,8,0,0,0,36,1,5
60.200,9.823,11,1,0,0,0,45,1,5
60.200,9.923,29,11,0,0,0,38,1,4
60.200,10.024,31,13,0,0,0,39,2,4
60.200,10.124,32,15,0,0,0,34,2,3
60.200,10.225,35,30,0,0,0,34,3,3
60.200,10.326,34,33,0,0,0,33,3,3
60.200,10.426,35,33,0,0,0,33,3,3
60.200,10.527,29,32,0,0,0,33,2,3
60.200,10.627,24,31,0,0,0,34,2,3
60.200,10.728,25,29,0,0,0,34,1,3
60.200,10.829,23,23,0,0,0,32,1,3
60.200,10.929,26,23,0,0,0,35,1,3
60.200,11.030,25,22,0,0,0,34,1,3
60.200,11.130,6,15,0,0,0,31,1,5
60.200,11.231,0,25,0,0,0,33,1,4
60.200,11.332,5,8,0,0,0,33,1,5
60.200,11.432,0,0,0,0,4,29,0,5
60.200,11.533,14,4,0,1,0,30,1,5
60.200,11.633,15,0,0,0,2,28,0,4
60.200,11.734,17,10,0,0,0,26,0,4
60.200,11.835,25,20,0,0,0,29,0,3
60.200,11.935,29,8,0,0,0,29,0,4
60.200,12.036,39,36,0,0,0,27,2,3
60.200,12.137,25,34,0,0,0,27,1,3
60.200,12.237,26,37,0,0,0,26,1,3
60.200,12.338,23,36,0,0,0,29,1,3
60.200,12.438,7,27,0,0,0,29,0,4
60.200,12.539,0,12,0,0,0,23,0,5
60.200,12.640,4,7,0,11,0,10,0,6
60.200,12.740,1,14,0,2,0,11,0,6
60.200,12.841,14,9,0,19,0,12,0,5
60.200,12.941,37,24,0,35,0,17,2,2
60.200,13.042,33,24,0,15,0,13,1,3
60.250,6.100,38,42,1,32,36,47,5,1
60.250,6.201,52,43,14,0,0,45,3,3
60.250,6.302,12,19,9,0,0,40,1,4
60.250,6.402,18,5,17,0,0,30,0,3
60.250,6.503,7,6,0,0,0,25,0,5
60.250,6.604,16,8,0,0,0,17,0,4
60.250,6.705,9,14,16,0,0,22,0,4
60.250,6.805,16,10,6,0,0,22,0,4
60.250,6.906,31,25,0,0,0,17,1,3
60.250,7.007,20,17,0,2,0,30,1,3
60.250,7.108,39,35,4,12,1,20,2,3
60.250,7.208,38,38,11,2,0,28,2,3
60.250,7.309,47,39,0,0,0,24,2,3
60.250,7.410,41,40,0,0,0,29,2,3
60.250,7.511,34,38,0,10,0,29,2,3
60.250,7.611,13,38,3,0,0,29,1,4
60.250,7.712,19,38,0,0,0,27,1,3
60.250,7.813,17,29,0,0,0,34,1,3
60.250,7.914,45,45,0,0,0,33,3,3
60.250,8.014,55,36,0,0,0,46,3,3
60.250,8.115,22,30,0,0,0,37,2,3
60.250,8.216,19,29,0,0,0,38,1,3
60.250,8.317,24,30,0,0,0,35,2,3
60.250,8.418,35,34,0,0,0,35,3,3
60.250,8.518,44,40,0,0,0,37,3,3
60.250,8.619,45,34,0,0,0,35,3,3
60.250,8.720,51,39,0,0,0,36,3,3
60.250,8.821,52,29,0,0,0,37,2,3
60.250,8.921,34,34,0,0,0,36,3,3
60.250,9.022,36,26,0,0,0,34,2,3
60.250,9.123,40,59,0,0,0,35,3,3
60.250,9.224,24,40,0,0,0,35,2,3
60.250,9.324,37,43,0,0,0,36,3,3
60.250,9.425,22,38,0,0,0,38,2,3
60.250,9.526,22,2,0,0,0,40,1,4
60.250,9.627,24,1,0,0,0,43,1,4
60.250,9.727,13,0,0,0,0,45,1,5
60.250,9.828,32,20,0,0,0,44,2,3
60.250,9.929,31,2,0,0,0,42,2,4
60.250,10.030,31,33,0,0,0,35,3,3
60.250,10.130,37,18,0,0,0,35,2,3
60.250,10.231,37,34,0,0,0,36,3,3
60.250,10.332,38,41,0,0,0,37,3,3
60.250,10.433,33,39,0,0,0,35,3,3
60.250,10.534,29,30,0,0,0,32,1,3
60.250,10.634,23,27,0,0,0,31,1,3
60.250,10.735,19,26,0,0,0,38,1,3
60.250,10.836,12,20,0,0,0,33,1,4
60.250,10.937,23,21,0,0,0,33,1,3
60.250,11.037,22,16,0,0,0,35,1,3
60.250,11.138,3,16,0,0,0,35,1,4
60.250,11.239,0,22,0,0,0,34,1,4
60.250,11.340,3,5,0,0,0,33,1,5
60.250,11.440,1,0,0,0,0,33,1,5
60.250,11.541,4,4,0,0,0,33,1,5
60.250,11.642,7,0,0,0,0,32,1,5
60.250,11.743,17,5,0,0,0,30,0,4
60.250,11.843,37,20,0,0,0,27,1,3
60.250,11.944,41,25,0,0,0,26,1,3
60.250,12.045,42,34,0,0,0,28,2,3
60.250,12.146,33,38,0,0,0,27,2,3
60.250,12.247,26,32,0,0,0,26,1,3
60.250,12.347,20,32,0,0,0,27,1,3
60.250,12.448,15,21,0,0,0,25,0,3
60.250,12.549,6,8,0,0,0,21,0,5
60.250,12.650,13,3,0,21,0,14,0,5
60.250,12.750,8,13,0,3,0,10,0,6
60.250,12.851,25,14,0,18,0,10,0,4
60.250,12.952,33,12,0,24,0,12,1,4
60.250,13.053,29,20,0,4,0,6,0,4
60.300,6.100,6,28,9,23,16,46,1,2
60.300,6.201,20,10,8,0,6,35,1,4
60.300,6.302,6,14,19,0,0,46,1,4
60.300,6.403,29,16,12,0,0,24,0,3
60.300,6.504,15,7,1,0,0,23,0,5
60.300,6.605,20,18,0,0,0,21,0,3
60.300,6.705,25,12,9,0,0,19,0,4
60.300,6.806,24,18,8,0,0,20,0,3
60.300,6.907,27,29,0,0,0,18,0,3
60.300,7.008,21,27,0,1,0,25,0,3
60.300,7.109,34,39,5,2,0,32,3,3
60.300,7.210,32,29,7,3,1,35,2,3
60.300,7.311,31,30,2,3,0,25,2,3
60.300,7.412,47,23,0,0,0,25,1,3
60.300,7.513,31,38,7,1,0,21,2,3
60.300,7.614,14,42,6,0,1,21,1,4
60.300,7.715,23,36,0,0,0,26,1,3
60.300,7.816,11,35,0,0,0,31,2,4
60.300,7.916,50,42,0,0,0,37,3,3
60.300,8.017,54,49,0,0,0,40,3,3
60.300,8.118,21,20,0,0,0,38,1,3
60.300,8.219,16,18,0,0,0,40,1,3
60.300,8.320,13,20,0,0,0,37,1,4
60.300,8.421,41,33,0,0,0,37,3,3
60.300,8.522,50,45,0,0,0,36,3,3
60.300,8.623,50,42,0,0,0,39,3,3
60.300,8.724,47,26,0,0,0,38,2,3
60.300,8.825,39,31,0,0,0,37,3,3
60.300,8.926,37,29,0,0,0,35,2,3
60.300,9.027,36,37,0,0,0,35,3,3
60.300,9.127,44,56,0,0,0,34,3,3
60.300,9.228,28,38,0,0,0,35,2,3
60.300,9.329,39,45,0,0,0,37,3,3
60.300,9.430,28,36,0,0,0,40,2,3
60.300,9.531,16,0,0,0,0,37,1,4
60.300,9.632,19,10,0,0,0,40,1,4
60.300,9.733,26,2,0,0,0,42,1,4
60.300,9.834,33,24,0,0,0,42,2,3
60.300,9.935,29,21,0,0,0,43,1,3
60.300,10.036,30,31,0,2,0,37,3,3
60.300,10.137,34,31,0,0,0,36,3,3
60.300,10.238,33,38,0,0,0,36,3,3
60.300,10.338,34,37,0,0,0,35,3,3
60.300,10.439,30,36,0,0,0,35,2,3
60.300,10.540,28,25,0,0,0,33,1,3
60.300,10.641,22,18,0,0,0,32,1,3
60.300,10.742,24,25,0,0,0,33,1,3
60.300,10.843,23,17,0,0,0,32,1,3
60.300,10.944,27,31,0,0,0,32,2,3
60.300,11.045,25,26,0,0,0,33,1,3
60.300,11.146,21,22,0,0,0,34,1,3
60.300,11.247,0,28,0,0,0,29,0,4
60.300,11.348,0,5,0,0,0,28,0,5
60.300,11.449,0,0,0,0,0,35,1,5
60.300,11.549,1,0,0,0,0,34,1,5
60.300,11.650,18,0,0,0,0,32,1,4
60.300,11.751,24,8,0,0,0,27,0,4
60.300,11.852,36,23,0,0,0,27,1,3
60.300,11.953,44,41,0,0,0,26,2,3
60.300,12.054,37,30,0,0,0,27,1,3
60.300,12.155,36,33,0,0,0,27,2,3
60.300,12.256,25,31,0,0,0,27,1,3
60.300,12.357,18,36,0,0,0,27,1,3
